Average RunTime,RandomWalkLength,RandomWalkStart,Improvement
323733,15,20,first
292065,1,36,first
307735,11,22,first
321570,18,18,best
357209,8,24,first
322900,33,12,best
324780,38,16,best
307216,6,25,first
337102,16,22,best
320140,29,12,first
322875,33,14,best
324063,30,16,first
324266,10,33,best
320335,33,17,first
324014,3,36,best
321245,39,13,first
322300,29,17,first
338517,32,14,first
357759,31,14,first
322594,40,15,first
307105,10,23,first
323810,35,12,best
291491,19,19,best
321179,15,19,best
328504,3,28,first
311648,6,31,best
323053,37,12,best
322479,5,23,first
338215,11,24,best
324538,35,15,best
339000,35,14,best
279455,7,27,best
322162,11,19,best
323285,36,12,best
321703,28,11,first
323320,13,25,first
296391,2,36,first
354049,19,22,best
325025,17,20,first
322123,16,19,first
322286,7,23,first
295618,7,31,best
308556,5,34,best
369236,3,32,first
341468,40,10,first
306505,11,23,first
311350,2,37,best
320905,4,27,first
307173,13,18,best
310485,1,34,first
294074,5,24,first
323748,18,19,best
308101,25,12,best
322661,6,27,best
321320,17,17,first
342053,2,34,first
280023,5,36,best
339714,39,17,best
340617,38,11,first
323674,38,12,best
337449,31,10,first
322526,22,18,best
309317,5,26,best
309694,12,25,first
322929,16,18,first
326843,22,21,best
339510,4,34,best
337396,4,36,best
320770,15,18,first
324775,16,20,first
354123,1,39,best
338760,13,24,best
340852,21,22,best
337720,32,16,best
337204,36,17,first
323778,30,17,first
322180,8,31,best
321104,12,24,best
294851,4,31,first
339091,16,25,best
355197,37,17,first
337465,2,32,first
323500,40,12,best
324972,20,21,first
325349,14,25,best
323944,20,20,first
308728,6,33,first
323277,17,24,best
338536,40,17,best
306693,4,37,best
339185,38,14,best
323673,15,22,first
321778,19,18,best
309768,12,23,best
323004,6,30,best
308610,5,29,best
321501,22,14,first
308124,3,31,first
324973,37,14,best
295530,1,38,best
295342,1,37,first
370917,34,14,first
308568,4,26,best
290787,12,33,best
322608,4,30,first
324245,4,28,first
307903,1,35,first
282170,11,33,best
306695,3,29,first
307920,9,23,first
297436,7,30,best
368879,22,20,best
320847,21,12,first
322063,32,17,first
368487,40,14,best
340662,28,21,best
323742,18,22,first
323468,17,15,first
323874,5,27,first
307676,29,20,best
338679,26,21,best
338815,21,18,best
291270,8,33,first
338791,24,21,best
324094,39,16,first
355966,14,24,best
324156,13,19,first
320992,14,19,first
340305,32,15,first
324312,38,17,first
338491,20,18,best
323093,3,30,first
324202,23,21,best
322460,3,37,best
308456,5,33,first
324292,15,24,best
337736,5,31,first
321236,31,15,first
320987,20,22,best
323563,38,15,first
338676,30,21,best
308222,13,33,best
321110,10,31,best
322957,6,29,best
339140,24,22,best
277428,9,27,best
324687,30,20,best
307246,25,20,best
322419,5,30,best
305979,14,22,first
322322,35,14,first
322025,31,12,best
337127,22,22,best
321235,7,24,first
341599,16,24,best
321600,7,29,best
323200,4,33,first
321400,20,25,best
322111,8,27,best
323221,35,12,first
325230,3,34,best
324387,25,21,best
322650,6,31,first
322275,27,20,best
309320,16,33,best
326636,28,20,best
324299,10,24,first
338487,35,13,best
308470,4,29,first
323562,10,27,best
306724,17,18,first
337836,23,18,best
324048,7,33,first
309124,32,21,best
338272,36,12,first
324651,19,21,first
340174,17,25,best
323920,35,10,best
308742,5,37,best
338530,39,10,first
306946,7,28,best
308169,34,17,first
321301,28,12,best
275069,7,27,first
304948,17,19,first
291641,15,33,best
310153,21,19,best
323358,6,26,best
324386,37,10,first
326223,18,25,best
294169,5,34,first
321120,26,20,best
309363,22,19,best
325257,6,34,best
323409,22,25,best
323540,19,25,best
323428,2,37,first
323583,11,24,first
321961,23,20,first
354774,16,22,first
322593,18,18,first
323554,22,17,best
322886,10,30,best
309260,10,36,best
297790,6,28,best
336484,34,12,first
338562,18,24,best
309442,6,32,best
323203,37,12,first
340976,5,26,first
338820,38,10,first
339721,25,22,best
305632,33,12,first
321071,4,36,first
355593,38,16,first
337124,2,39,best
320680,15,19,first
341427,35,15,first
293205,8,34,best
322315,27,14,first
323371,38,12,first
339536,36,21,best
322561,8,30,best
338412,10,25,first
321456,13,23,best
295420,13,27,best
338410,22,18,first
325102,15,23,best
322161,19,19,first
307371,9,33,first
322820,7,31,first
338357,9,30,best
323145,16,23,best
294137,20,23,best
338252,5,28,best
309515,11,31,best
322185,23,25,best
337705,17,22,first
339328,6,30,first
306937,1,39,first
338865,32,20,best
321084,31,20,best
325115,25,18,best
307800,21,21,first
340783,40,17,first
305704,9,36,best
295741,4,32,first
306922,11,33,first
322751,24,18,best
307568,14,23,best
324804,23,22,best
326427,18,20,first
339983,12,27,best
324627,16,25,first
354339,15,25,best
339740,11,19,first
310743,19,20,first
321646,21,20,first
307825,4,34,first
312341,14,25,first
262885,7,37,best
355936,38,14,first
337112,9,31,best
338503,26,25,best
353428,28,18,best
310739,7,32,best
322978,24,25,best
322992,26,18,best
325319,6,36,best
324664,12,24,first
357043,14,24,first
307628,34,21,best
293422,17,24,first
340936,10,33,first
337974,19,22,first
322762,30,14,best
324453,39,17,first
322275,21,25,best
308753,9,28,best
309790,13,24,first
337081,21,22,first
293777,21,24,best
308824,7,36,best
322311,9,29,best
307825,14,33,best
322821,10,27,first
324701,25,21,first
400000,12,33,first
322606,8,36,best
278112,8,28,best
325554,7,30,first
338369,40,12,first
307890,4,26,first
323491,2,35,best
278136,1,38,first
339471,32,16,first
322901,4,37,first
278284,5,30,first
321640,25,12,first
308272,35,21,best
307661,6,27,first
321143,31,12,first
323804,8,27,first
322556,33,20,best
339992,40,14,first
324988,7,26,best
321397,16,33,first
324199,37,21,best
325599,24,20,first
307774,5,36,first
320608,18,19,first
306343,23,21,first
370933,30,22,best
308577,22,17,first
292136,6,37,best
322824,25,19,best
322971,19,24,best
320866,22,21,first
337206,13,31,best
321418,22,20,first
321649,20,18,first
326188,5,29,first
323554,19,23,best
295980,9,27,first
323976,7,34,best
322535,27,22,best
292972,38,21,best
323381,39,21,best
322423,3,37,first
295360,10,29,best
356651,29,20,first
353463,13,30,best
339173,12,30,best
320569,24,21,first
307257,8,31,first
311748,22,22,first
320732,17,23,best
321544,17,33,best
353976,30,20,first
339121,19,33,best
321018,11,27,best
309309,18,33,best
325054,10,30,first
321854,19,18,first
307556,13,33,first
385366,34,20,best
308223,4,39,best
321457,36,14,best
354853,28,21,first
321146,25,20,first
310150,8,26,best
323394,3,36,first
308397,39,15,best
321829,26,21,first
326307,3,34,first
324383,20,33,best
339548,21,23,best
338112,37,20,best
325316,29,22,best
320519,30,18,best
322898,5,32,best
337203,27,20,first
323562,15,33,first
322651,28,20,first
337746,14,27,best
323299,3,39,best
324780,33,14,first
308878,12,23,first
323384,12,31,best
321126,22,24,best
323078,8,29,best
353993,37,14,first
337993,35,10,first
296015,10,36,first
338240,11,30,best
353848,20,22,first
340531,23,23,best
326346,26,19,best
324794,3,35,best
323551,20,24,best
310122,18,24,first
293077,10,31,first
307329,25,25,best
337964,40,16,best
337703,17,25,first
305158,6,34,first
308274,9,26,best
321208,32,25,best
322138,13,18,first
306070,32,21,first
312253,39,20,best
324083,1,40,best
278768,14,31,best
340514,23,18,first
322169,22,19,first
292937,16,23,first
354848,26,22,best
309748,16,24,first
323336,8,37,best
325252,18,25,first
308812,28,18,first
339008,2,39,first
337407,35,20,best
309028,20,25,first
339924,25,22,first
337650,40,21,best
277141,5,37,first
322431,40,20,best
338552,23,24,best
342380,15,24,first
321611,7,28,first
337438,31,20,first
306543,29,25,best
301142,5,39,best
323849,27,18,best
320251,26,20,first
322367,6,29,first
323060,6,26,first
338556,22,23,best
324252,19,25,first
325701,11,31,first
336823,35,13,first
322530,28,25,best
338461,12,26,best
322231,29,18,best
339677,31,22,best
303741,15,25,first
309963,15,31,best
321065,12,36,best
370974,2,35,first
293322,6,36,first
293955,8,30,first
336890,39,12,best
356496,32,22,best
336889,25,33,best
307679,6,39,best
339131,23,22,first
320939,7,36,first
322221,9,24,first
337675,32,18,best
328218,25,18,first
322785,23,25,first
340155,27,19,best
309447,7,39,best
308199,15,23,first
321205,30,25,best
282884,10,29,first
324063,5,28,first
323572,13,34,best
307112,13,36,best
308821,22,25,first
354608,36,21,first
320662,17,31,best
307036,6,28,first
323171,10,34,best
323965,34,21,first
320622,20,19,best
324259,34,18,best
354550,12,27,first
336419,28,12,first
338159,12,29,best
339163,7,29,first
354892,30,21,first
324322,14,30,best
321917,9,31,first
336800,35,22,best
355506,24,25,first
321293,27,25,best
322232,11,37,best
308137,11,34,best
323960,24,23,best
306944,33,22,best
306306,8,34,first
323354,35,21,first
308446,11,36,best
322302,21,24,first
321839,36,14,first
322195,18,30,best
322726,26,24,best
337167,9,34,best
323380,3,38,best
340255,4,35,best
323520,23,33,best
291636,21,19,first
336761,25,24,best
338302,7,32,first
321958,24,24,best
292269,7,37,first
369322,24,22,first
323273,36,20,best
321998,19,23,first
338880,22,33,best
283539,9,29,first
322880,26,25,first
280247,9,36,first
321012,14,34,best
324140,36,18,best
311984,6,37,first
323273,27,22,first
323208,37,21,first
322139,8,32,best
306572,9,28,first
354184,33,18,best
338315,9,30,first
354390,16,30,best
306694,16,31,best
355014,30,19,best
320816,31,18,best
324169,38,21,first
355491,36,22,best
339403,26,33,best
321362,2,40,best
322864,18,31,best
322366,28,19,best
292946,3,39,first
294425,10,26,best
337073,40,16,first
337120,30,18,first
321632,11,26,best
306060,27,24,best
339782,17,27,best
353898,31,24,best
321600,11,28,best
309407,21,33,best
340818,25,19,first
339226,1,40,first
324943,27,33,best
337570,20,31,best
321231,4,39,first
306619,9,39,best
320843,22,23,first
298245,39,20,first
309666,20,23,first
323580,29,23,best
307331,20,24,first
309613,18,27,best
354466,18,33,first
323473,14,33,first
325244,13,27,first
324859,21,18,first
321848,19,31,best
324633,26,23,best
323689,35,20,first
293705,34,25,best
353777,29,33,best
307089,8,39,best
324036,2,38,best
324118,12,34,best
322092,7,34,first
340242,25,23,best
341069,37,20,first
338930,15,30,best
328294,34,22,best
356814,39,15,first
325221,19,33,first
306653,16,36,best
340668,5,32,first
322277,35,25,best
324051,27,23,best
323272,13,37,best
339153,19,27,best
338392,12,37,best
307436,26,18,first
294243,7,26,first
336959,21,31,best
321358,15,34,best
309874,6,39,first
326602,8,29,first
323936,32,25,first
309292,5,35,best
326086,16,27,best
338922,20,33,first
340738,23,23,first
308507,39,12,first
323517,25,25,first
325567,9,26,first
337902,37,25,best
309733,40,22,best
339906,17,23,first
325898,13,29,best
307660,12,31,first
325459,12,29,first
293286,37,22,best
324538,34,20,first
307366,3,40,best
308302,11,39,best
355816,21,23,first
322291,29,21,best
323078,20,19,first
353877,40,18,best
309071,24,23,first
322365,40,21,first
322065,14,36,best
325444,14,27,first
322126,23,24,first
321710,13,23,first
308820,13,34,first
324741,7,39,first
338981,10,34,first
290409,13,26,best
322879,29,25,first
323576,33,21,best
322313,18,30,first
310817,35,18,best
280702,7,35,best
324762,28,24,best
324722,22,27,best
337562,3,38,first
337965,11,30,first
324083,36,20,first
321440,33,23,best
338297,29,22,first
325094,14,29,best
323275,19,36,best
308624,10,32,best
305301,39,25,best
293498,6,35,best
338228,33,20,first
320961,22,24,first
323237,38,25,best
326975,17,36,best
321131,32,19,best
292149,24,24,first
321498,39,21,first
339544,35,22,first
325454,27,19,first
323732,23,31,best
324970,32,24,best
324123,36,24,best
338753,29,18,first
323309,30,22,first
291888,16,28,best
296426,8,32,first
326932,19,30,best
322522,31,22,first
321249,12,28,best
291615,33,22,first
322978,28,19,first
307983,27,25,first
321517,14,34,first
305731,12,26,first
293639,31,21,best
320682,35,24,best
339869,38,18,best
309290,9,37,first
321510,13,30,first
321692,17,33,first
321496,18,36,best
321642,33,24,best
309257,21,27,best
326259,40,20,first
339206,8,26,first
307162,10,26,first
322335,36,25,best
322422,11,34,first
322358,18,37,best
323023,24,33,best
354884,9,32,best
340835,22,36,best
321725,15,36,best
337556,34,18,first
322215,11,37,first
338918,32,18,first
306037,34,19,best
307466,14,31,first
339329,32,33,best
338583,25,33,first
323114,24,31,best
339843,16,37,best
320818,31,19,best
296561,28,33,first
339876,34,23,best
340501,15,27,first
354276,33,18,first
371671,22,33,first
339171,27,33,first
324425,12,34,first
323970,14,37,best
322848,30,25,first
292732,7,40,best
322464,13,39,best
294467,11,26,first
324570,39,14,first
321383,10,39,best
339266,20,27,best
324550,2,40,first
308597,16,30,first
337908,11,32,best
322172,21,26,best
321122,32,22,first
322778,29,24,best
321477,17,30,first
262264,30,33,first
325917,13,31,first
309240,18,26,best
292557,25,27,best
339562,18,29,best
323939,17,34,best
325111,31,23,best
340269,15,37,best
323600,37,19,best
340295,26,22,first
322353,17,26,best
324631,20,36,best
339929,11,29,best
322423,27,21,best
308142,13,32,best
295040,23,33,first
323094,4,38,best
321824,16,34,best
323126,25,24,first
322419,27,24,first
322930,12,39,best
320822,14,28,best
294771,26,27,best
337102,39,22,first
322373,22,30,best
294782,15,31,first
322674,26,23,first
306618,16,31,first
323469,9,35,best
321795,21,36,best
309062,21,30,best
322931,28,25,first
307313,11,36,first
307338,9,39,first
321761,26,24,first
324316,31,24,first
353285,27,18,first
292329,3,40,first
310520,20,31,first
353854,32,23,best
310466,8,37,first
322097,37,24,best
323678,36,18,first
322289,26,19,first
324691,39,23,best
308411,33,25,best
325204,21,33,first
339523,33,21,first
325567,29,23,first
321668,34,24,best
325901,25,23,first
322290,20,30,best
324215,40,23,best
308051,8,35,best
324861,18,27,first
322383,13,28,best
323645,14,26,best
321518,9,34,first
341626,35,23,best
337313,36,19,best
310761,13,36,first
305991,4,40,best
306603,20,34,best
322679,19,31,first
309010,18,34,best
321395,6,40,best
324112,23,27,best
291753,15,30,first
321969,18,28,best
322280,35,19,best
325388,20,29,best
306567,21,34,best
311083,13,37,first
323468,15,28,best
327831,16,27,first
353497,21,31,first
307078,39,24,best
324871,22,31,best
326377,29,33,first
277133,16,28,first
321204,5,35,first
337138,18,31,first
322368,35,25,first
321769,12,36,first
322752,38,24,best
291311,6,35,first
321248,40,22,first
321207,5,39,first
321295,15,34,first
342689,34,33,best
324852,10,37,first
307705,16,39,best
296700,14,39,best
306745,38,23,best
322666,20,26,best
323956,4,35,first
339084,34,25,first
322346,34,22,first
320948,2,38,first
323744,15,39,best
307195,5,40,best
322490,17,31,first
355894,19,27,first
323153,12,32,best
321570,18,23,best
321414,13,26,first
337775,27,23,first
341426,17,27,first
310906,11,28,first
322905,23,30,best
313889,13,29,first
323851,38,19,best
323259,22,27,first
355062,30,19,first
340016,38,20,best
322228,19,34,best
321842,22,34,best
322145,16,36,first
309703,14,30,first
323116,18,36,first
308734,38,33,best
355245,17,29,best
355043,35,33,best
322608,33,23,first
338079,37,22,first
307732,20,37,best
355431,36,24,first
321809,22,26,best
321180,5,38,best
325334,26,33,first
336915,10,32,first
339076,19,37,best
308420,17,34,first
321575,26,30,best
355709,19,36,first
326308,12,37,first
292673,16,29,best
338404,28,24,first
320593,29,21,first
338388,25,34,best
306804,10,35,best
339965,38,25,first
322992,25,30,best
357059,35,18,first
340044,19,29,best
338167,40,18,first
321691,23,36,best
337193,34,23,first
321849,16,26,best
323897,28,26,best
336918,36,22,first
353302,24,30,best
323748,37,33,best
307432,19,28,best
276883,24,36,best
356592,36,23,best
309423,36,25,first
305719,32,19,first
324739,24,33,first
324003,25,31,best
320999,27,26,best
310967,12,39,first
322153,35,24,first
292358,11,32,first
322664,21,28,best
323409,17,37,best
323919,21,37,best
322178,19,26,best
338368,28,22,best
293089,30,30,best
337996,30,23,best
322460,22,28,best
337155,26,26,best
305771,19,30,first
325248,13,39,first
322208,6,38,best
309492,25,26,best
322415,10,28,first
321010,23,19,first
326984,37,19,first
323457,14,29,first
323584,31,18,first
312920,15,37,first
352690,23,34,best
320673,21,26,first
341704,28,27,best
324219,7,38,best
294256,24,34,best
278944,16,37,first
353895,14,37,first
323500,8,39,first
339974,39,25,first
336854,31,19,first
340011,33,33,best
339195,17,36,first
321014,31,21,first
337074,20,36,first
339178,18,37,first
322946,21,29,best
308026,10,39,first
308374,24,26,best
321642,7,35,first
323750,29,27,best
320927,7,40,first
321704,34,24,first
339737,29,31,best
306606,31,23,first
293497,15,28,first
321117,10,40,best
306154,14,32,best
325256,27,34,best
337140,33,24,first
339559,26,34,best
322976,6,40,first
336868,32,24,first
308967,22,31,first
307698,35,23,first
322092,17,28,best
339432,22,37,best
308013,14,28,first
307503,15,32,best
307086,22,30,first
325751,18,39,best
307999,20,28,best
338961,33,25,first
354069,38,18,first
310832,21,36,first
293437,13,35,best
309323,4,38,first
322456,27,30,best
309597,28,34,best
336961,12,28,first
355553,37,18,best
324515,25,37,best
309556,14,36,first
307351,8,38,best
325422,25,36,best
324377,34,19,first
311763,18,29,first
340132,24,37,best
321681,21,30,first
309443,36,19,first
323704,11,39,first
324122,28,23,best
321327,13,32,first
324444,25,27,first
353433,20,27,first
294661,8,40,best
341754,37,25,first
341411,14,39,first
340730,26,31,best
322843,14,26,first
339154,31,34,best
321438,9,38,best
322911,15,36,first
324126,37,31,best
339752,24,31,first
306284,22,26,first
324090,39,23,first
324738,23,27,first
355622,28,31,best
321156,13,28,first
322289,11,35,best
321243,5,40,first
322412,25,28,best
321462,17,26,first
338933,19,37,first
310054,16,39,first
324498,36,27,best
324717,22,34,first
324420,31,33,best
355624,31,25,best
339198,36,33,best
325105,20,29,first
323880,40,23,first
324244,35,31,best
321752,33,30,best
322671,33,36,best
324250,32,27,best
309043,16,34,first
310185,23,30,first
323601,30,27,best
371468,21,27,first
338135,31,36,best
341499,28,36,best
341427,24,27,best
338398,23,31,first
325202,22,36,first
324728,11,29,first
323073,40,19,best
321013,19,28,first
308568,32,31,best
322184,20,34,first
322009,26,27,first
322019,9,40,best
309753,15,39,first
353803,38,24,first
322607,18,34,first
356381,32,34,best
320962,17,32,best
293702,18,23,first
337268,32,33,first
321880,38,27,best
278839,33,33,first
294504,23,28,best
322301,11,40,best
307284,10,35,first
324340,27,37,best
324720,16,29,first
340237,26,36,best
323008,27,21,first
324085,27,36,best
324360,23,36,first
322375,34,27,best
323172,29,24,first
337423,35,19,first
306746,9,35,first
322472,34,30,best
338096,24,29,best
321568,32,23,first
338712,26,29,best
292610,18,28,first
321288,29,19,best
341159,38,33,first
355217,32,37,best
324867,25,30,first
337742,36,23,first
309171,35,33,first
306443,5,38,first
306422,6,38,first
310107,26,37,best
324409,28,27,first
309100,19,34,first
339367,33,31,best
308228,28,30,best
322807,27,31,best
325118,21,37,first
337783,29,26,best
340890,20,39,best
320379,26,26,first
340280,17,39,best
355199,38,20,first
325339,19,39,best
324744,23,37,best
325740,30,31,best
325918,39,36,best
321998,9,32,first
326118,37,36,best
323394,39,33,best
322958,26,30,first
307962,17,29,first
309879,28,22,first
342113,32,36,best
325676,22,29,best
325974,20,37,first
320657,10,38,best
341295,37,30,best
324658,28,26,first
305932,4,40,first
325571,23,39,best
322200,24,28,best
354552,24,39,best
321650,15,35,best
322666,19,29,first
323885,15,29,best
353448,39,31,best
339393,36,36,best
308092,29,37,best
308816,14,40,best
321344,33,37,best
321828,12,35,best
368986,30,23,first
309009,23,29,best
308226,25,26,first
325583,24,34,first
293482,16,26,first
337840,21,34,first
338784,37,24,first
308305,16,32,best
323524,31,28,best
338272,24,26,first
294147,25,39,best
307651,13,40,best
306100,30,30,first
308478,12,38,best
322677,19,32,best
324726,18,26,first
339266,21,39,best
322846,27,28,best
293225,34,33,first
337303,29,27,first
321554,13,35,first
328352,30,37,best
323178,38,23,first
324174,17,28,first
292647,15,32,first
357207,35,36,best
320998,24,19,best
324838,30,26,best
325505,21,29,first
322914,28,34,first
354231,25,31,first
326231,30,39,best
353617,27,39,best
321334,33,19,best
323635,31,26,best
338212,28,37,best
339306,36,31,best
310493,39,27,best
336582,20,30,first
322375,17,40,best
338729,8,38,first
341727,17,37,first
265736,37,33,first
325720,38,36,best
320879,21,32,best
322503,12,40,best
323113,15,40,best
339251,34,37,best
323174,24,36,first
307512,29,34,best
323653,27,29,best
322302,21,28,first
356225,8,35,first
322891,33,26,best
307527,23,26,best
320504,35,34,best
384956,40,25,best
321748,32,30,best
323166,38,19,first
324513,22,37,first
322747,22,28,first
326264,36,33,first
338647,31,34,first
325584,27,34,first
321791,26,39,best
320784,40,30,best
307150,16,35,best
323629,40,36,best
339709,38,22,best
369814,26,31,first
340349,37,18,first
309365,27,26,first
306124,14,35,best
338369,27,27,best
323258,30,34,best
321525,8,40,first
323299,25,36,first
337392,22,39,best
326074,31,27,best
339518,28,28,best
322560,12,32,first
339428,26,28,best
324590,38,31,best
323329,10,40,first
354285,35,28,best
323851,35,30,best
306781,34,27,first
341399,23,34,first
292207,20,28,first
354219,40,19,first
291270,11,40,first
311137,30,27,first
324768,35,26,best
323649,33,36,first
307977,28,39,best
325596,29,26,first
307765,7,38,first
309873,27,37,first
321466,16,40,best
324816,40,34,best
322477,25,37,first
321477,19,26,first
340909,27,36,first
306835,9,38,first
307686,11,38,best
354301,29,36,best
323171,15,38,best
321885,25,28,first
353426,36,27,first
307017,20,35,best
338177,36,28,best
321463,24,32,best
337457,25,29,best
340176,31,33,first
326569,38,34,best
340752,33,39,best
341045,34,28,best
325694,39,18,best
338211,32,29,best
321338,20,26,first
291342,9,40,first
340306,29,28,best
325042,29,31,first
320834,39,24,first
337968,29,19,first
323706,33,28,best
356128,35,31,first
322127,14,32,first
322738,24,29,first
322429,24,30,first
307735,37,37,best
337467,32,26,best
323257,19,39,first
321482,25,34,first
281404,37,31,first
322311,19,35,best
355462,28,31,first
371130,39,34,best
324201,24,37,first
323920,32,34,first
323228,22,32,best
324978,28,23,first
325438,31,36,first
310310,33,31,first
352951,39,26,best
323625,39,31,first
325841,38,28,best
323722,27,31,first
324303,31,29,best
325252,26,36,first
326213,31,39,best
307518,34,30,first
323630,33,30,first
290426,19,40,best
321881,27,30,first
321937,23,28,first
321818,35,29,best
326302,33,37,first
323572,25,32,best
320734,29,37,first
339228,17,38,best
369264,32,27,first
323397,23,29,first
321805,10,38,first
323579,36,30,best
324154,37,26,best
340336,26,37,first
308500,13,38,best
325261,17,39,first
321455,28,32,best
354964,20,39,first
325265,32,31,first
307922,32,37,first
324415,30,31,first
321606,26,32,best
307085,35,36,first
309951,37,30,first
321762,34,29,best
339915,38,27,first
323349,36,26,best
292697,28,30,first
323319,34,26,best
321181,26,29,first
322319,27,32,best
323770,34,34,best
322711,24,27,first
321223,17,40,first
322138,20,38,best
307711,14,40,first
278271,40,30,first
322828,22,29,first
322265,37,36,first
307833,16,38,best
336523,34,37,first
308619,24,19,first
339077,32,39,best
340517,31,25,first
311756,25,39,first
323750,39,37,best
309650,15,40,first
321925,12,40,first
311143,18,39,first
323490,36,31,first
282654,36,36,first
308836,15,29,first
307409,36,29,best
355104,29,34,first
323734,24,28,first
322624,31,26,first
295091,33,19,first
304803,21,32,first
322172,32,36,first
307954,23,26,first
305975,27,29,first
308285,39,27,first
321742,15,35,first
339366,26,34,first
310122,24,38,best
322876,32,32,best
339291,22,39,first
310417,34,39,best
322961,27,28,first
324108,40,31,best
306584,24,40,best
340591,22,38,best
310382,35,30,first
320963,18,35,best
311505,30,39,first
355706,40,36,first
338330,24,39,first
324436,19,38,best
291768,16,35,first
322425,16,32,first
324077,38,22,first
339289,37,23,best
321749,23,39,first
307417,12,35,first
340160,28,36,first
307218,18,40,best
324211,12,38,first
326964,38,36,first
354548,29,36,first
339827,29,29,best
322298,30,24,best
322843,39,36,first
338447,25,40,best
353344,33,26,first
354300,21,35,best
293702,23,35,best
307476,19,32,first
323193,35,26,first
322812,13,40,first
320589,27,39,first
280193,11,38,first
307268,17,32,first
326301,35,34,first
309114,31,30,best
278534,37,29,best
322460,31,27,first
321921,38,30,best
309587,14,35,first
355246,33,32,best
306318,36,32,best
297074,23,37,first
339425,26,28,first
339780,26,39,first
324712,38,26,best
310071,35,37,best
339991,37,34,best
324621,35,28,first
310187,36,37,best
354506,30,34,first
321251,11,35,first
309183,39,28,best
322399,20,40,best
309511,21,40,best
323704,26,38,best
321281,35,29,first
325005,33,34,best
341540,39,18,first
321252,37,32,best
323614,28,39,first
326590,37,28,best
295173,30,37,first
323360,35,27,best
323022,38,34,first
321728,23,40,best
322906,29,30,best
308650,32,30,first
307026,24,32,first
308052,15,26,best
322652,23,38,best
308951,38,31,first
323098,27,27,first
355110,15,38,first
326237,28,37,first
337398,22,40,best
322061,40,29,best
323587,32,29,first
321093,29,38,best
323522,40,34,first
323570,38,37,best
324122,21,38,best
323303,37,37,first
339289,36,39,best
323625,34,32,best
322167,22,32,first
306394,16,40,first
323060,37,27,best
338069,40,25,first
308204,22,35,best
326478,28,38,best
354473,28,28,first
322882,31,32,best
305407,20,35,first
324258,39,39,best
310935,18,38,best
308249,33,39,first
322406,39,37,first
338324,30,26,first
339581,35,39,best
338617,39,29,best
338768,40,24,best
310956,16,38,first
370348,33,28,first
323659,39,26,first
323056,33,27,best
308184,34,36,best
308315,38,32,best
339056,25,38,best
338814,31,31,best
339506,31,28,first
311425,34,28,first
325979,34,26,first
325994,28,35,best
326832,30,35,best
321285,39,19,best
308304,25,29,first
311222,17,38,first
356074,13,38,first
339258,39,34,first
324910,27,38,best
325441,36,30,first
307542,21,39,first
311233,39,33,first
400000,27,35,best
323438,19,35,first
323525,29,32,best
308383,26,35,best
337024,19,40,first
340274,34,31,best
324133,26,32,first
338406,38,29,best
324019,37,26,first
340459,37,39,best
337120,34,29,first
323158,40,27,best
338435,40,31,first
325482,28,32,first
324230,21,35,first
338023,29,40,best
326086,40,32,best
325467,29,28,first
321359,39,32,best
323016,32,26,first
337963,32,32,first
321409,25,35,best
323788,35,32,best
323269,29,35,best
323779,32,39,first
326591,20,38,first
295334,31,39,first
262223,37,29,first
322795,17,35,best
324958,37,23,first
368826,31,30,first
339942,24,40,first
293543,20,32,best
325441,33,38,best
322913,40,35,best
310976,30,38,best
326091,24,35,best
340229,36,28,first
323277,29,29,first
356342,40,39,best
278411,18,40,first
324418,31,40,best
324036,27,32,first
308547,23,40,first
339712,28,29,best
307661,36,32,first
337636,37,35,best
307917,25,32,first
339598,33,35,best
338570,20,40,first
337379,32,40,best
339151,32,38,best
322630,28,40,best
356062,38,28,first
310531,34,39,first
354137,38,26,first
324267,33,32,first
337234,33,40,best
323293,36,35,best
311255,31,35,best
282191,25,40,first
338668,27,40,best
341274,22,38,first
324468,31,38,best
353750,36,34,best
339616,21,40,first
325480,37,32,first
307633,38,35,best
338129,29,38,first
321565,36,29,first
309079,19,38,first
320849,35,27,first
323175,31,29,first
322528,36,26,first
292447,24,38,first
324417,38,30,first
326723,40,37,best
322420,26,40,best
327026,34,40,best
264872,34,36,first
311223,34,32,first
309686,32,35,best
311277,37,28,first
295362,36,37,first
307896,37,27,first
314784,28,38,first
312088,39,39,first
326359,35,37,first
339644,21,38,first
338754,40,29,first
325573,18,35,first
323993,31,37,best
321271,29,30,first
339356,34,38,best
324466,35,35,best
322150,38,38,best
340076,26,38,first
309248,34,34,first
337396,31,31,first
322912,23,38,first
309562,23,35,first
323342,23,32,best
355682,32,28,best
321204,30,24,first
295090,27,38,first
340505,35,38,best
309996,37,34,first
338905,40,38,best
323781,15,26,first
337403,29,32,first
307010,33,34,first
325963,29,39,best
324326,30,36,best
322739,39,35,best
310827,25,38,first
341086,40,26,best
368963,40,32,first
306459,38,37,first
294210,22,40,first
354446,36,38,best
323539,28,35,first
322632,33,29,best
310574,34,31,first
322219,18,32,best
323531,31,32,first
323575,39,19,first
340370,40,27,first
339279,14,38,best
308767,37,39,first
354513,26,35,first
339086,29,35,first
321317,33,27,first
326443,36,40,best
322754,27,35,first
325962,34,35,best
338094,35,40,best
326882,39,28,first
323683,38,29,first
369443,35,32,first
277941,22,35,first
325884,25,35,first
326520,39,32,first
338803,30,28,best
339384,39,38,best
