Average RunTime,RandomWalkLength,RandomWalkStart,Improvement
387606,5,31,best
384520,34,12,best
384416,27,12,first
384730,7,33,best
384266,12,22,first
384629,17,19,best
384630,24,20,best
366966,21,21,best
365893,17,18,best
352085,18,20,best
387692,33,15,first
384542,10,24,best
390566,39,11,first
387324,35,17,first
384746,15,20,first
347206,1,36,first
366770,11,22,first
384314,18,18,best
377327,8,24,first
384580,33,12,best
384956,38,16,best
367730,6,25,first
387421,16,22,best
384028,29,12,first
384575,33,14,best
384813,30,16,first
384853,10,33,best
384067,33,17,first
384802,3,36,best
384249,39,13,first
384460,29,17,first
387703,32,14,first
391552,31,14,first
384518,40,15,first
366922,10,23,first
384762,35,12,best
349260,19,19,best
384236,15,19,best
357599,3,28,first
368298,6,31,best
384610,37,12,best
384496,5,23,first
387643,11,24,best
384907,35,15,best
387800,35,14,best
333798,7,27,best
384432,11,19,best
384657,36,12,best
384341,28,11,first
369565,13,25,first
350888,2,36,first
390810,19,22,best
385005,17,20,first
384425,16,19,first
384457,7,23,first
350550,7,31,best
352510,5,34,best
393847,3,32,first
388294,40,10,first
366833,11,23,first
368586,2,37,best
384181,4,27,first
367168,13,18,best
367237,1,34,first
350871,5,24,first
384750,18,19,best
366890,25,12,best
384532,6,27,best
384264,17,17,first
388410,2,34,first
330825,5,36,best
387943,39,17,best
388123,38,11,first
384734,38,12,best
387490,31,10,first
384505,22,18,best
367753,5,26,best
367118,12,25,first
384586,16,18,first
385369,22,21,best
387902,4,34,best
387479,4,36,best
384154,15,18,first
370418,16,20,first
390825,1,39,best
387752,13,24,best
388170,21,22,best
387544,32,16,best
387441,36,17,first
384756,30,17,first
384436,8,31,best
384221,12,24,best
349213,4,31,first
387818,16,25,best
391039,37,17,first
387493,2,32,first
384700,40,12,best
384994,20,21,first
385070,14,25,best
384789,20,20,first
367218,6,33,first
384655,17,24,best
387707,40,17,best
367138,4,37,best
387837,38,14,best
384734,15,22,first
384355,19,18,best
367997,12,23,best
384601,6,30,best
366748,5,29,best
384300,22,14,first
366593,3,31,first
384994,37,14,best
350105,1,38,best
334598,1,37,first
394183,34,14,first
366985,4,26,best
347784,12,33,best
384522,4,30,first
369858,4,28,first
366708,1,35,first
333658,11,33,best
365588,3,29,first
366650,9,23,first
351135,7,30,best
393776,22,20,best
384170,21,12,first
384413,32,17,first
393698,40,14,best
388133,28,21,best
384749,18,22,first
384694,17,15,first
370718,5,27,first
366840,29,20,best
387736,26,21,best
372879,21,18,best
348147,8,33,first
387758,24,21,best
384819,39,16,first
391194,14,24,best
384831,13,19,first
384198,14,19,first
388061,32,15,first
384862,38,17,first
387698,20,18,best
384618,3,30,first
370542,23,21,best
384492,3,37,best
367460,5,33,first
384858,15,24,best
387547,5,31,first
384247,31,15,first
384198,20,22,best
384713,38,15,first
387735,30,21,best
367315,13,33,best
368668,10,31,best
384591,6,29,best
387828,24,22,best
329974,9,27,best
384938,30,20,best
367731,25,20,best
384484,5,30,best
365699,14,22,first
384464,35,14,first
384405,31,12,best
387426,22,22,best
384247,7,24,first
388320,16,24,best
369309,7,29,best
384640,4,33,first
384280,20,25,best
384422,8,27,best
384644,35,12,first
385046,3,34,best
384878,25,21,best
384530,6,31,first
384455,27,20,best
368009,16,33,best
385327,28,20,best
384860,10,24,first
387698,35,13,best
365806,4,29,first
384713,10,27,best
366773,17,18,first
387567,23,18,best
384810,7,33,first
367462,32,21,best
387654,36,12,first
384930,19,21,first
388035,17,25,best
370205,35,10,best
353235,5,37,best
387706,39,10,first
365814,7,28,best
367857,34,17,first
384260,28,12,best
328637,7,27,first
365173,17,19,first
348562,15,33,best
368072,21,19,best
369102,6,26,best
384877,37,10,first
385245,18,25,best
349650,5,34,first
384224,26,20,best
368208,22,19,best
385051,6,34,best
384682,22,25,best
384708,19,25,best
384686,2,37,first
370222,11,24,first
384392,23,20,first
390955,16,22,first
384518,18,18,first
384710,22,17,best
384577,10,30,best
366977,10,36,best
351142,6,28,best
387297,34,12,first
387713,18,24,best
367786,6,32,best
384641,37,12,first
388195,5,26,first
387764,38,10,first
373298,25,22,best
366398,33,12,first
384214,4,36,first
391118,38,16,first
387425,2,39,best
384136,15,19,first
374554,35,15,first
349129,8,34,best
384463,27,14,first
384674,38,12,first
387907,36,21,best
384512,8,30,best
387682,10,25,first
384291,13,23,best
349603,13,27,best
387682,22,18,first
370674,15,23,best
384432,19,19,first
367518,9,33,first
384564,7,31,first
387671,9,30,best
384629,16,23,best
348531,20,23,best
387650,5,28,best
366760,11,31,best
384437,23,25,best
387541,17,22,first
387866,6,30,first
365754,1,39,first
387773,32,20,best
384217,31,20,best
385023,25,18,best
366394,21,21,first
388157,40,17,first
365524,9,36,best
349762,4,32,first
367496,11,33,first
384550,24,18,best
367790,14,23,best
384961,23,22,best
370226,18,20,first
387997,12,27,best
384926,16,25,first
390868,15,25,best
387948,11,19,first
367841,19,20,first
384330,21,20,first
366504,4,34,first
354171,14,25,first
314467,7,37,best
391187,38,14,first
387422,9,31,best
387701,26,25,best
390686,28,18,best
368164,7,32,best
384595,24,25,best
384598,26,18,best
385064,6,36,best
384933,12,24,first
391409,14,24,first
366202,34,21,best
349299,17,24,first
388187,10,33,first
371989,19,22,first
384552,30,14,best
384890,39,17,first
384455,21,25,best
366808,9,28,best
367263,13,24,first
387416,21,22,first
348594,21,24,best
354176,7,36,best
384462,9,29,best
366869,14,33,best
368659,10,27,first
384940,25,21,first
400000,12,33,first
384522,8,36,best
329918,8,28,best
370886,7,30,first
387674,40,12,first
366946,4,26,first
384698,2,35,best
330262,1,38,first
387894,32,16,first
384580,4,37,first
331379,5,30,first
384328,25,12,first
367195,35,21,best
367847,6,27,first
368435,31,12,first
369458,8,27,first
384511,33,20,best
387998,40,14,first
384998,7,26,best
384279,16,33,first
384840,37,21,best
385120,24,20,first
366058,5,36,first
384122,18,19,first
365710,23,21,first
394186,30,22,best
366008,22,17,first
348080,6,37,best
384565,25,19,best
384594,19,24,best
384173,22,21,first
387442,13,31,best
384283,22,20,first
384330,20,18,first
371610,5,29,first
384710,19,23,best
349567,9,27,first
384795,7,34,best
384507,27,22,best
348805,38,21,best
384676,39,21,best
384485,3,37,first
350071,10,29,best
391330,29,20,first
390693,13,30,best
387834,12,30,best
384114,24,21,first
367818,8,31,first
367068,22,22,first
384146,17,23,best
384309,17,33,best
390795,30,20,first
387824,19,33,best
384204,11,27,best
367645,18,33,best
340906,10,30,first
384370,19,18,first
366217,13,33,first
397074,34,20,best
367738,4,39,best
384291,36,14,best
390970,28,21,first
384229,25,20,first
367503,8,26,best
384679,3,36,first
367541,39,15,best
384366,26,21,first
370459,3,34,first
384877,20,33,best
387910,21,23,best
387622,37,20,best
370902,29,22,best
384104,30,18,best
384579,5,32,best
387441,27,20,first
370520,15,33,first
384530,28,20,first
387550,14,27,best
384660,3,39,best
384956,33,14,first
368066,12,23,first
384677,12,31,best
384226,22,24,best
384615,8,29,best
390798,37,14,first
387598,35,10,first
350126,10,36,first
387648,11,30,best
375985,20,22,first
388106,23,23,best
385270,26,19,best
384958,3,35,best
384710,20,24,best
368210,18,24,first
349484,10,31,first
366990,25,25,best
387593,40,16,best
387541,17,25,first
365088,6,34,first
366374,9,26,best
384242,32,25,best
384427,13,18,first
365686,32,21,first
353945,39,20,best
384817,1,40,best
331316,14,31,best
388102,23,18,first
384434,22,19,first
349318,16,23,first
390970,26,22,best
367541,16,24,first
370227,8,37,best
385050,18,25,first
337081,28,18,first
387802,2,39,first
387482,35,20,best
367491,20,25,first
387985,25,22,first
387530,40,21,best
332016,5,37,first
370035,40,20,best
387710,23,24,best
388476,15,24,first
384322,7,28,first
387488,31,20,first
365776,29,25,best
375285,5,39,best
384770,27,18,best
384050,26,20,first
369287,6,29,first
384612,6,26,first
387711,22,23,best
384850,19,25,first
385140,11,31,first
387365,35,13,first
384506,28,25,best
387692,12,26,best
384446,29,18,best
387935,31,22,best
375935,15,25,first
366842,15,31,best
384213,12,36,best
394195,2,35,first
348433,6,36,first
349165,8,30,first
387378,39,12,best
391299,32,22,best
387378,25,33,best
352518,6,39,best
387826,23,22,first
384188,7,36,first
384444,9,24,first
387535,32,18,best
385644,25,18,first
384557,23,25,first
388031,27,19,best
367229,7,39,best
365721,15,23,first
384241,30,25,best
334510,10,29,first
384813,5,28,first
384714,13,34,best
367419,13,36,best
336179,22,25,first
390922,36,21,first
384133,17,31,best
365426,6,28,first
384634,10,34,best
384793,34,21,first
384125,20,19,best
370578,34,18,best
390910,12,27,first
387284,28,12,first
372152,12,29,best
373590,7,29,first
390978,30,21,first
384864,14,30,best
384383,9,31,first
387360,35,22,best
391102,24,25,first
384258,27,25,best
384446,11,37,best
366829,11,34,best
369222,24,23,best
367404,33,22,best
365758,8,34,first
384670,35,21,first
367053,11,36,best
384461,21,24,first
384368,36,14,first
384439,18,30,best
384546,26,24,best
387434,9,34,best
384676,3,38,best
388051,4,35,best
384704,23,33,best
348413,21,19,first
387352,25,24,best
387661,7,32,first
384392,24,24,best
348305,7,37,first
393864,24,22,first
384654,36,20,best
384399,19,23,first
387776,22,33,best
333788,9,29,first
384576,26,25,first
333144,9,36,first
384202,14,34,best
384828,36,18,best
368405,6,37,first
384654,27,22,first
384642,37,21,first
384428,8,32,best
366668,9,28,first
390837,33,18,best
387663,9,30,first
390878,16,30,best
366436,16,31,best
391003,30,19,best
384163,31,18,best
384834,38,21,first
391098,36,22,best
387881,26,33,best
384272,2,40,best
384573,18,31,best
384474,28,19,best
349123,3,39,first
350274,10,26,best
387414,40,16,first
387424,30,18,first
384326,11,26,best
365283,27,24,best
387956,17,27,best
390780,31,24,best
384320,11,28,best
366512,21,33,best
388164,25,19,first
387845,1,40,first
384989,27,33,best
387514,20,31,best
384246,4,39,first
367028,9,39,best
384169,22,23,first
336463,39,20,first
366290,20,23,first
368808,29,23,best
366753,20,24,first
367978,18,27,best
390893,18,33,first
384694,14,33,first
385049,13,27,first
384972,21,18,first
368998,19,31,best
384926,26,23,best
384738,35,20,first
349263,34,25,best
390755,29,33,best
367564,8,39,best
384807,2,38,best
384824,12,34,best
384418,7,34,first
388049,25,23,best
388214,37,20,first
387786,15,30,best
385659,34,22,best
391363,39,15,first
385044,19,33,first
365514,16,36,best
374434,5,32,first
384455,35,25,best
384810,27,23,best
384654,13,37,best
387830,19,27,best
387678,12,37,best
367235,26,18,first
351529,7,26,first
387392,21,31,best
384272,15,34,best
367530,6,39,first
355750,8,29,first
371076,32,25,first
352550,5,35,best
371320,16,27,best
387785,20,33,first
388147,23,23,first
367549,39,12,first
384703,25,25,first
385114,9,26,first
387581,37,25,best
367023,40,22,best
387982,17,23,first
370182,13,29,best
366824,12,31,first
385092,12,29,first
350111,37,22,best
369168,34,20,first
366435,3,40,best
368018,11,39,best
391163,21,23,first
384458,29,21,best
384615,20,19,first
390775,40,18,best
368071,24,23,first
384473,40,21,first
384413,14,36,best
385089,14,27,first
384426,23,24,first
384342,13,23,first
366095,13,34,first
370138,7,39,first
387796,10,34,first
347885,13,26,best
384576,29,25,first
384715,33,21,best
384462,18,30,first
368444,35,18,best
332917,7,35,best
384953,28,24,best
384944,22,27,best
387512,3,38,first
387593,11,30,first
384817,36,20,first
384288,33,23,best
387659,29,22,first
356096,14,29,best
384655,19,36,best
366178,10,32,best
365544,39,25,best
349807,6,35,best
387646,33,20,first
384192,22,24,first
384647,38,25,best
385395,17,36,best
384226,32,19,best
347708,24,24,first
384300,39,21,first
387909,35,22,first
385090,27,19,first
384746,23,31,best
384994,32,24,best
384825,36,24,best
373822,29,18,first
384662,30,22,first
348221,16,28,best
334803,8,32,first
385386,19,30,best
384504,31,22,first
384250,12,28,best
349440,33,22,first
368698,28,19,first
367237,27,25,first
384303,14,34,first
365810,12,26,first
349211,31,21,best
384137,35,24,best
387974,38,18,best
368156,9,37,first
384302,13,30,first
384338,17,33,first
384299,18,36,best
384329,33,24,best
367458,21,27,best
385252,40,20,first
387841,8,26,first
365885,10,26,first
384467,36,25,best
384485,11,34,first
368621,18,37,best
384605,24,33,best
390977,9,32,best
388167,22,36,best
384345,15,36,best
387511,34,18,first
384443,11,37,first
387783,32,18,first
365488,34,19,best
366029,14,31,first
387866,32,33,best
387717,25,33,first
384622,24,31,best
372287,16,37,best
384163,31,19,best
351230,28,33,first
372266,34,23,best
388100,15,27,first
390855,33,18,first
394334,22,33,first
387834,27,33,first
370523,12,34,first
370190,14,37,best
384570,30,25,first
349208,7,40,best
384493,13,39,best
350820,11,26,first
370585,39,14,first
384277,10,39,best
387853,20,27,best
384910,2,40,first
367792,16,30,first
387582,11,32,best
384434,21,26,best
384224,32,22,first
384555,29,24,best
384295,17,30,first
295888,30,33,first
385183,13,31,first
366787,18,26,best
348427,25,27,best
387912,18,29,best
370814,17,34,best
385022,31,23,best
374350,15,37,best
384720,37,19,best
388059,26,22,first
384470,17,26,best
384926,20,36,best
387986,11,29,best
384485,27,21,best
367636,13,32,best
348563,23,33,first
369566,4,38,best
384365,16,34,best
384625,25,24,first
384484,27,24,first
384586,12,39,best
384164,14,28,best
348166,26,27,best
387421,39,22,first
384474,22,30,best
350844,15,31,first
384535,26,23,first
366394,16,31,first
384694,9,35,best
384359,21,36,best
367283,21,30,best
384586,28,25,first
367704,11,36,first
366077,9,39,first
384352,26,24,first
384863,31,24,first
390657,27,18,first
348070,3,40,first
368419,20,31,first
390771,32,23,best
367943,8,37,first
384419,37,24,best
369051,36,18,first
384458,26,19,first
384938,39,23,best
367814,33,25,best
371403,21,33,first
387905,33,21,first
385114,29,23,first
384334,34,24,best
370153,25,23,first
384458,20,30,best
384843,40,23,best
367253,8,35,best
370301,18,27,first
384477,13,28,best
384729,14,26,best
384303,9,34,first
373157,35,23,best
387462,36,19,best
367645,13,36,first
365602,4,40,best
365741,20,34,best
384536,19,31,first
367866,18,34,best
384279,6,40,best
384822,23,27,best
349424,15,30,first
384394,18,28,best
384456,35,19,best
385078,20,29,best
366779,21,34,best
368024,13,37,first
384694,15,28,best
385566,16,27,first
390699,21,31,first
366893,39,24,best
384974,22,31,best
385275,29,33,first
331029,16,28,first
384241,5,35,first
387427,18,31,first
384474,35,25,first
384354,12,36,first
370112,38,24,best
348438,6,35,first
384250,40,22,first
384242,5,39,first
384259,15,34,first
388538,34,33,best
369502,10,37,first
367419,16,39,best
350723,14,39,best
366618,38,23,best
384533,20,26,best
384791,4,35,first
387817,34,25,first
384469,34,22,first
384190,2,38,first
384749,15,39,best
367289,5,40,best
384498,17,31,first
391179,19,27,first
384630,12,32,best
384314,18,23,best
369206,13,26,first
387555,27,23,first
388285,17,27,first
368485,11,28,first
384581,23,30,best
368530,13,29,first
384770,38,19,best
384652,22,27,first
375559,30,19,first
388003,38,20,best
384446,19,34,best
384368,22,34,best
384429,16,36,first
367150,14,30,first
384623,18,36,first
366710,38,33,best
391049,17,29,best
391009,35,33,best
384522,33,23,first
387616,37,22,first
366465,20,37,best
391086,36,24,first
384362,22,26,best
384236,5,38,best
385066,26,33,first
387383,10,32,first
387815,19,37,best
366826,17,34,first
384315,26,30,best
391142,19,36,first
385262,12,37,first
348673,16,29,best
387681,28,24,first
384118,29,21,first
387678,25,34,best
367414,10,35,best
387993,38,25,first
384598,25,30,best
377238,35,18,first
388009,19,29,best
387634,40,18,first
384338,23,36,best
387438,34,23,first
384370,16,26,best
384779,28,26,best
387384,36,22,first
390661,24,30,best
384750,37,33,best
367108,19,28,best
328770,24,36,best
391318,36,23,best
366321,36,25,first
365670,32,19,first
369283,24,33,first
384801,25,31,best
384200,27,26,best
352885,12,39,first
369828,35,24,first
348690,11,32,first
384533,21,28,best
384682,17,37,best
370840,21,37,best
384435,19,26,best
387674,28,22,best
348393,30,30,best
387599,30,23,best
384492,22,28,best
387431,26,26,best
365414,19,30,first
385050,13,39,first
384442,6,38,best
367909,25,26,best
384483,10,28,first
384202,23,19,first
371518,37,19,first
384691,14,29,first
384717,31,18,first
368350,15,37,first
390538,23,34,best
384134,21,26,first
388341,28,27,best
370960,7,38,best
349237,24,34,best
330535,16,37,first
390779,14,37,first
384700,8,39,first
387994,39,25,first
387370,31,19,first
388002,33,33,best
387839,17,36,first
384202,31,21,first
387415,20,36,first
387835,18,37,first
384589,21,29,best
367524,10,39,first
366205,24,26,best
384329,7,35,first
384750,29,27,best
384186,7,40,first
384341,34,24,first
387947,29,31,best
365709,31,23,first
349819,15,28,first
384223,10,40,best
366082,14,32,best
370606,27,34,best
387428,33,24,first
387912,26,34,best
384595,6,40,first
387374,32,24,first
367086,22,31,first
366928,35,23,first
384418,17,28,best
387886,22,37,best
367603,14,28,first
367867,15,32,best
366149,22,30,first
357740,18,39,best
352692,20,28,best
387792,33,25,first
390814,38,18,first
367170,21,36,first
350338,13,35,best
368116,4,38,first
384491,27,30,best
367879,28,34,best
387392,12,28,first
391110,37,18,best
384903,25,37,best
367691,14,36,first
367378,8,38,best
385085,25,36,best
384875,34,19,first
353957,18,29,first
388026,24,37,best
384336,21,30,first
368050,36,19,first
384741,11,39,first
384824,28,23,best
384266,13,32,first
384889,25,27,first
390686,20,27,first
349654,8,40,best
388351,37,25,first
388282,14,39,first
388146,26,31,best
384569,14,26,first
387830,31,34,best
384288,9,38,best
384582,15,36,first
371067,37,31,best
387950,24,31,first
366157,22,26,first
384818,39,23,first
384948,23,27,first
391124,28,31,best
384231,13,28,first
384458,11,35,best
384249,5,40,first
384482,25,28,best
384293,17,26,first
387786,19,37,first
367448,16,39,first
384900,36,27,best
371160,22,34,first
384884,31,33,best
391125,31,25,best
373790,36,33,best
385021,20,29,first
384776,40,23,first
384849,35,31,best
384350,33,30,best
384534,33,36,best
369963,32,27,best
366868,16,34,first
366953,23,30,first
370683,30,27,best
394294,21,27,first
387627,31,36,best
388300,28,36,best
388286,24,27,best
387680,23,31,first
385040,22,36,first
384946,11,29,first
384614,40,19,best
384202,19,28,first
366579,32,31,best
384437,20,34,first
384402,26,27,first
384404,9,40,best
367198,15,39,first
375096,38,24,first
384522,18,34,first
391276,32,34,best
384192,17,32,best
334285,18,23,first
387454,32,33,first
384376,38,27,best
329307,33,33,first
350492,23,28,best
384460,11,40,best
366118,10,35,first
370692,27,37,best
370339,16,29,first
388047,26,36,best
369220,27,21,first
384817,27,36,best
384872,23,36,first
384475,34,27,best
384634,29,24,first
387485,35,19,first
366725,9,35,first
384494,34,30,best
387619,24,29,best
384314,32,23,first
387742,26,29,best
348454,18,28,first
384258,29,19,best
388232,38,33,first
391043,32,37,best
384974,25,30,first
387548,36,23,first
368200,35,33,first
365827,5,38,first
365470,6,38,first
368076,26,37,best
384882,28,27,first
367035,19,34,first
387874,33,31,best
366517,28,30,best
384562,27,31,best
370136,21,37,first
387557,29,26,best
388178,20,39,best
384076,26,26,first
388056,17,39,best
391040,38,20,first
370594,19,39,best
384949,23,37,best
370839,30,31,best
385184,39,36,best
384399,9,32,first
370965,37,36,best
384679,39,33,best
384591,26,30,first
366878,17,29,first
366646,28,22,first
374519,32,36,best
385135,22,29,best
385195,20,37,first
384131,10,38,best
388259,37,30,best
384931,28,26,first
366202,4,40,first
385114,23,39,best
384440,24,28,best
390910,24,39,best
384330,15,35,best
384533,19,29,first
384777,15,29,best
390690,39,31,best
387878,36,36,best
367317,29,37,best
367473,14,40,best
384269,33,37,best
384366,12,35,best
393797,30,23,first
368179,23,29,best
368015,25,26,first
385117,24,34,first
350204,16,26,first
387568,21,34,first
387757,37,24,first
367371,16,32,best
384705,31,28,best
387654,24,26,first
350225,25,39,best
365960,13,40,best
365404,30,30,first
367873,12,38,best
384535,19,32,best
369687,18,26,first
387853,21,39,best
369897,27,28,best
333306,34,33,first
387461,29,27,first
384310,13,35,first
371979,30,37,best
384636,38,23,first
384835,17,28,first
348809,15,32,first
391442,35,36,best
384200,24,19,best
384968,30,26,best
385101,21,29,first
384583,28,34,first
390846,25,31,first
356869,30,39,best
390723,27,39,best
384267,33,19,best
384727,31,26,best
387642,28,37,best
387862,36,31,best
368126,39,27,best
387317,20,30,first
384475,17,40,best
373559,8,38,first
374312,17,37,first
315765,37,33,first
385144,38,36,best
384176,21,32,best
384501,12,40,best
384622,15,40,best
387850,34,37,best
368699,24,36,first
366100,29,34,best
384730,27,29,best
384461,21,28,first
391245,8,35,first
384578,33,26,best
366560,23,26,best
384101,35,34,best
396991,40,25,best
384350,32,30,best
384634,38,19,first
384902,22,37,first
384550,22,28,first
385253,36,33,first
373053,31,34,first
385117,27,34,first
384358,26,39,best
384157,40,30,best
367586,16,35,best
369499,40,36,best
387942,38,22,best
393963,26,31,first
388070,37,18,first
367637,27,26,first
366510,14,35,best
387674,27,27,best
384651,30,34,best
384305,8,40,first
384660,25,36,first
387478,22,39,best
385214,31,27,best
387903,28,28,best
384512,12,32,first
387886,26,28,best
355644,38,31,best
384666,10,40,first
390857,35,28,best
384770,35,30,best
350018,34,27,first
388280,23,34,first
350158,20,28,first
390844,40,19,first
348374,11,40,first
367710,30,27,first
384954,35,26,best
384730,33,36,first
367638,28,39,best
370009,29,26,first
351842,7,38,first
366987,27,37,first
384293,16,40,best
384963,40,34,best
384495,25,37,first
384295,19,26,first
388182,27,36,first
366556,9,38,first
367052,11,38,best
390860,29,36,best
384634,15,38,best
384377,25,28,first
390685,36,27,first
367650,20,35,best
387635,36,28,best
384293,24,32,best
387491,25,29,best
388035,31,33,first
385314,38,34,best
388150,33,39,best
388209,34,28,best
371122,39,18,best
372430,32,29,best
384267,20,26,first
348068,9,40,first
388061,29,28,best
369374,29,31,first
384166,39,24,first
387594,29,19,first
354941,33,28,best
391226,35,31,first
370128,14,32,first
384547,24,29,first
384486,24,30,first
366142,37,37,best
387494,32,26,best
384651,19,39,first
384296,25,34,first
335014,37,31,first
384462,19,35,best
391093,28,31,first
394226,39,34,best
369006,24,37,first
370626,32,34,first
384646,22,32,best
384996,28,23,first
385088,31,36,first
368299,33,31,first
390590,39,26,best
384725,39,31,first
385168,38,28,best
384744,27,31,first
384861,31,29,best
370711,26,36,first
371623,31,39,best
366284,34,30,first
384726,33,30,first
347019,19,40,best
384376,27,30,first
384387,23,28,first
384363,35,29,best
385261,33,37,first
384714,25,32,best
384147,29,37,first
387846,17,38,best
393853,32,27,first
384679,23,29,first
384361,10,38,first
384716,36,30,best
384830,37,26,best
388067,26,37,first
367320,13,38,best
385052,17,39,first
384291,28,32,best
390993,20,39,first
385053,32,31,first
367926,32,37,first
370844,30,31,first
384322,26,32,best
366282,35,36,first
353260,37,30,first
384353,34,29,best
373083,38,27,first
384670,36,26,best
347594,28,30,first
384664,34,26,best
384236,26,29,first
384464,27,32,best
369290,34,34,best
384542,24,27,first
384245,17,40,first
384427,20,38,best
367519,14,40,first
330531,40,30,first
384566,22,29,first
384453,37,36,first
367258,16,38,best
387305,34,37,first
366958,24,19,first
387815,32,39,best
388103,31,25,first
368683,25,39,first
384750,39,37,best
368144,15,40,first
384385,12,40,first
353712,18,39,first
384698,36,31,first
334820,36,36,first
366942,15,29,first
366993,36,29,best
376871,29,34,first
384747,24,28,first
384525,31,26,first
350046,33,19,first
365517,21,32,first
384434,32,36,first
366049,23,26,first
366434,27,29,first
367044,39,27,first
384349,15,35,first
387874,26,34,first
367450,24,38,best
384575,32,32,best
387858,22,39,first
366936,34,39,best
384592,27,28,first
369730,40,31,best
366378,24,40,best
388118,22,38,best
368086,35,30,first
384193,18,35,best
367834,30,39,first
391141,40,36,first
387666,24,39,first
384887,19,38,best
348313,16,35,first
384485,16,32,first
384815,38,22,first
387858,37,23,best
384350,23,39,first
367380,12,35,first
388032,28,36,first
366897,18,40,best
354883,12,38,first
385393,38,36,first
390910,29,36,first
387966,29,29,best
384459,30,24,best
384569,39,36,first
387690,25,40,best
390669,33,26,first
390860,21,35,best
349770,23,35,best
365965,19,32,first
384638,35,26,first
370809,13,40,first
384118,27,39,first
332010,11,38,first
365846,17,32,first
356031,35,34,first
352874,31,30,best
333919,37,29,best
384492,31,27,first
384384,38,30,best
351900,14,35,first
391050,33,32,best
366593,36,32,best
350331,23,37,first
387885,26,28,first
387956,26,39,first
371158,38,26,best
367342,35,37,best
387998,37,34,best
384924,35,28,first
367608,36,37,best
390901,30,34,first
384250,11,35,first
366563,39,28,best
384480,20,40,best
367818,21,40,best
384741,26,38,best
384256,35,29,first
385001,33,34,best
374461,39,18,first
384250,37,32,best
384723,28,39,first
370837,37,28,best
350350,30,37,first
370886,35,27,best
384605,38,34,first
384346,23,40,best
384581,29,30,best
367738,32,30,first
366360,24,32,first
366482,15,26,best
384530,23,38,best
367886,38,31,first
384619,27,27,first
391022,15,38,first
385247,28,37,first
387480,22,40,best
384412,40,29,best
384718,32,29,first
384218,29,38,best
384704,40,34,first
384714,38,37,best
384824,21,38,best
384661,37,37,first
387858,36,39,best
384725,34,32,best
384434,22,32,first
367119,16,40,first
384612,37,27,best
387614,40,25,first
351338,22,35,best
385296,28,38,best
390894,28,28,first
384576,31,32,best
366162,20,35,first
384852,39,39,best
367824,18,38,best
367452,33,39,first
384481,39,37,first
387665,30,26,first
387916,35,39,best
387723,39,29,best
387754,40,24,best
368215,16,38,first
394070,33,28,first
384732,39,26,first
384611,33,27,best
366349,34,36,best
367529,38,32,best
373302,25,38,best
387763,31,31,best
387901,31,28,first
324240,34,28,first
385196,34,26,first
355987,28,35,best
371666,30,35,best
384257,39,19,best
367510,25,29,first
368534,17,38,first
391214,13,38,first
387852,39,34,first
371214,27,38,best
385088,36,30,first
365875,21,39,first
353497,39,33,first
400000,27,35,best
369737,19,35,first
384705,29,32,best
366950,26,35,best
387405,19,40,first
388054,34,31,best
384826,26,32,first
387682,38,29,best
370100,37,26,first
388092,37,39,best
387424,34,29,first
384632,40,27,best
387687,40,31,first
385097,28,32,first
384846,21,35,first
387605,29,40,best
385218,40,32,best
385094,29,28,first
384272,39,32,best
384603,32,26,first
387593,32,32,first
384282,25,35,best
384758,35,32,best
384654,29,35,best
384756,32,39,first
385318,20,38,first
350678,31,39,first
297042,37,29,first
369263,17,35,best
384992,37,23,first
393766,31,30,first
387989,24,40,first
349857,20,32,best
371462,33,38,best
384582,40,35,best
368470,30,38,best
385218,24,35,best
388046,36,28,first
370921,29,29,first
391268,40,39,best
331710,18,40,first
384883,31,40,best
384807,27,32,first
367508,23,40,first
387942,28,29,best
366499,36,32,first
387527,37,35,best
365934,25,32,first
387920,33,35,best
387714,20,40,first
387476,32,40,best
387830,32,38,best
384526,28,40,best
391213,38,28,first
368396,34,39,first
390827,38,26,first
384854,33,32,first
387446,33,40,best
369418,36,35,best
338636,31,35,best
333041,25,40,first
387734,27,40,best
388255,22,38,first
384894,31,38,best
390750,36,34,best
387923,21,40,first
370542,37,32,first
365905,38,35,best
387626,29,38,first
384313,36,29,first
367194,19,38,first
384170,35,27,first
384635,31,29,first
384506,36,26,first
347477,24,38,first
384883,38,30,first
385345,40,37,best
384484,26,40,best
385405,34,40,best
298125,34,36,first
367952,34,32,first
366121,32,35,best
368534,37,28,first
349268,36,37,first
366395,37,27,first
355225,28,38,first
354721,39,39,first
370353,35,37,first
387929,21,38,first
373142,40,29,first
370920,18,35,first
384798,31,37,best
384254,29,30,first
387871,34,38,best
370816,35,35,best
384430,38,38,best
388015,26,38,first
368178,34,34,first
387479,31,31,first
384582,23,38,first
367539,23,35,first
384668,23,32,best
391136,32,28,best
384241,30,24,first
350588,27,38,first
388101,35,38,best
368102,37,34,first
387781,40,38,best
384756,15,26,first
387481,29,32,first
376752,33,34,first
371427,29,39,best
384865,30,36,best
384548,39,35,best
366782,25,38,first
388218,40,26,best
393793,40,32,first
367004,38,37,first
332858,22,40,first
390889,36,38,best
384708,28,35,first
384526,33,29,best
366950,34,31,first
384444,18,32,best
370609,31,32,first
370059,39,19,first
374048,40,27,first
387856,14,38,best
352805,37,39,first
390902,26,35,first
